"amt_ICU beds needed|Mitigated",date,dataKey,hospital_capacity,icu_capacity,"range_ICU beds needed|Mitigated",epi_week,"amt_Hospital beds needed|Mitigated","range_Hospital beds needed|Mitigated","amt_New Deaths|Mitigated","range_New Deaths|Mitigated","amt_Total Deaths|Mitigated","range_Total Deaths|Mitigated","amt_New Infectious|Mitigated","range_New Infectious|Mitigated","amt_Total Infectious|Mitigated","range_Total Infectious|Mitigated","amt_New Attack Rate|Mitigated","range_New Attack Rate|Mitigated","amt_Attack Rate|Mitigated","range_Attack Rate|Mitigated","amt_New Deaths per 10,000|Mitigated","range_New Deaths per 10,000|Mitigated","amt_Total Deaths per 10,000|Mitigated","range_Total Deaths per 10,000|Mitigated","amt_New Infectious per 10,000|Mitigated","range_New Infectious per 10,000|Mitigated","amt_Total Infectious per 10,000|Mitigated","range_Total Infectious per 10,000|Mitigated"
76.4742293031048,2020-03-19,"Total Infectious per 10,000|Mitigated",80802,8719,34.0052194350789|107.020877740316,2020-12,331.518227489058,134.790823288649|457.04697491571,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0
664.390220744684,2020-07-09,"Hospital beds needed|Mitigated",80802,8719,504.384866519659|823.44912498975,2020-28,2437.06416538995,1762.51201005898|3013.40076393556,50.6733942994776,39.1833499870448|65.4534575334743,6904.97497760155,6360.10311179135|7455.29397917492,7589.76639404534,5128.28972546349|9995.72245864977,1241200.68929107,1053233.55888427|1359923.70981863,0.000174273115767528,0.000117753693936655|0.000229517696168231,0.0284999432374184,0.0241839187674724|0.0312260127402826,0.0116354178147235,0.00899712077279388|0.0150291555627661,1.58549214978151,1.4603808975784|1.71185415104878,1.74273115767528,1.17753693936655|2.29517696168231,284.999432374184,241.839187674724|312.260127402826
658.441436477381,2020-07-10,"Hospital beds needed|Mitigated",80802,8719,506.36170317852|834.670880382661,2020-28,2417.61396180718,1752.88163739109|3025.90494364513,50.3797465594301,39.2349356243712|63.1855517810372,6955.35472416098,6407.07306016796|7508.87921518647,7535.42419544331,5089.73897848744|10120.0354619,1248736.11348651,1058571.79285438|1368543.92303826,0.000173025332400248,0.000116868507431316|0.000232372120571048,0.0286729685698186,0.0243064931153993|0.0314239465551552,0.0115679916201092,0.00900896565612624|0.0145084083075483,1.59706014140162,1.47116594526768|1.7241581740635,1.73025332400248,1.16868507431316|2.32372120571048,286.729685698185,243.064931153993|314.239465551552
653.902318834376,2020-07-11,"Hospital beds needed|Mitigated",80802,8719,493.712241094444|833.897855210651,2020-28,2400.83837754963,1682.62491341735|3047.37455160634,50.027226692411,38.1946400258419|62.9876781832161,7005.38195085339,6453.03361106776|7565.60165810521,7476.3321191032,4892.84215816592|10075.3782643038,1256212.44560561,1063838.26075211|1377075.89149666,0.000171668484280516,0.000112347443069036|0.000231346720240854,0.0288446370540991,0.0244274196000861|0.0316198541298655,0.0114870474481732,0.00877009723006085|0.0144629733802659,1.60854718884979,1.4817192192314|1.73718254971379,1.71668484280516,1.12347443069036|2.31346720240854,288.446370540991,244.274196000861|316.198541298655
648.973903491519,2020-07-12,"Hospital beds needed|Mitigated",80802,8719,491.707021659365|815.995568930216,2020-29,2384.20740237482,1696.63535228751|3020.45138758559,49.5113660904412,36.9552125513832|63.204132228374,7054.89331694383,6500.01072039461|7620.29550318857,7426.81006745155,4845.57081399763|10027.4959554041,1263639.25567306,1069078.73730613|1385472.48986785,0.000170531379158637,0.000111262017773049|0.000230247266222264,0.0290151684332577,0.0245477492821553|0.0318126533919277,0.0113685976438715,0.00848550495603347|0.0145126746739707,1.61991578649366,1.49250591118883|1.74974112701527,1.70531379158637,1.11262017773049|2.30247266222264,290.151684332577,245.477492821553|318.126533919277
643.935724667743,2020-07-13,"Hospital beds needed|Mitigated",80802,8719,488.604482101168|807.851637196584,2020-29,2366.56263194341,1680.10049607095|2988.23582127041,49.1537315427131,36.1933924191379|62.4048940164405,7104.04704848655,6545.78357843783|7674.27665679372,7375.75882961166,4863.12021865988|9988.30763664872,1271015.01450268,1074201.79944998|1393849.67051921,0.000169359161488127,0.000111664980034543|0.000229347440054157,0.0291845275947459,0.0246653829424985|0.0320050067922386,0.0112864790598429,0.0083105789290546|0.0143291568603745,1.63120226555351,1.50301608788549|1.76213605901065,1.69359161488127,1.11664980034543|2.29347440054157,291.845275947459,246.653829424985|320.050067922386
639.709814668053,2020-07-14,"Hospital beds needed|Mitigated",80802,8719,492.377507273178|815.999163116151,2020-29,2348.49157316629,1648.99291385598|3014.25903082432,48.7903000563809,36.2018023781574|61.4408885109901,7152.83734854294,6589.57437652552|7728.29515154874,7311.01604952986,4815.89836595919|9872.0209126737,1278326.03055221,1079313.06372323|1402116.81449208,0.000167872564217207,0.00011058069114142|0.000226677311797584,0.0293524001589631,0.0247827457049557|0.0321948335752843,0.0112030294064507,0.00831250998949271|0.0141078058538617,1.64240529495996,1.51307115207123|1.77453956512833,1.67872564217207,1.1058069114142|2.26677311797584,293.524001589631,247.827457049557|321.948335752843
635.785546566664,2020-07-15,"Hospital beds needed|Mitigated",80802,8719,489.377507273178|810.803504898634,2020-29,2331.10764196748,1634.37002753271|2998.34283245361,48.4780992026981,36.5602298388869|62.9132970172133,7201.31544774564,6634.59971943795|7783.01650745853,7259.18461459686,4699.90419880486|9921.45558848446,1285585.2151668,1084326.27217602|1411002.07230733,0.000166682431979729,0.000107917280455064|0.000227812410631095,0.0295190825909428,0.0248978569497162|0.0323988532358996,0.0111313431216669,0.0083948106389659|0.0144458942807511,1.65353663808163,1.52340968739691|1.7871044593534,1.66682431979729,1.07917280455064|2.27812410631095,295.190825909428,248.978569497162|323.988532358996
631.614353723075,2020-07-16,"Hospital beds needed|Mitigated",80802,8719,483.401859406019|816.107031922003,2020-29,2313.79511931544,1598.30091456602|3010.59898408067,48.2198030269134,36.5575581018842|61.4426381785495,7249.53525077254,6679.26380519607|7834.42449664197,7211.70552988429,4566.76737076917|9966.69201506479,1292796.92069668,1089277.08940746|1420513.38722952,0.00016559223663022,0.000104860246991769|0.000228851110980624,0.029684674827573,0.0250115355927368|0.0326172481640803,0.011072034208839,0.00839419716562853|0.0141082076053799,1.66460867229046,1.53366527233044|1.7989085518448,1.6559223663022,1.04860246991769|2.28851110980624,296.84674827573,250.115355927368|326.172481640803
626.889855188425,2020-07-17,"Hospital beds needed|Mitigated",80802,8719,465.628834234009|817.660831037596,2020-29,2295.95376702481,1586.34296071467|2993.37200925268,47.872001723653,35.659260305861|62.5723417284851,7297.40725249621,6723.83529561005|7888.30669994011,7153.38664197229,4528.10494571586|9905.84805078976,1299950.30733866,1094242.25684533|1430225.8685008,0.000164253142147352,0.000103972496180037|0.00022745403672572,0.0298489279697203,0.0251255437393359|0.0328402621917989,0.0109921734942395,0.00818793369495979|0.0143676055200448,1.67560084578471,1.54389959589926|1.81128076327486,1.64253142147352,1.03972496180037|2.2745403672572,298.489279697203,251.255437393359|328.402621917989
622.757580070931,2020-07-18,"Hospital beds needed|Mitigated",80802,8719,460.160851521936|815.386491768802,2020-29,2279.19920723017,1539.50579961854|3010.97532118509,47.4161216126486,35.6683112646156|63.6173988078916,7344.82337410885,6765.65632112007|7939.62514297681,7101.53975606414,4489.34242297391|9916.11278891882,1307051.84709472,1099044.6362291|1439943.23029295,0.000163062655130895,0.000103082446966066|0.000227689731449828,0.0300119906248513,0.0252358140131302|0.0330633882840443,0.0108874961652725,0.0081900119391388|0.0146075672579001,1.68648834194998,1.5535023689516|1.82306429454581,1.63062655130895,1.03082446966066|2.27689731449828,300.119906248512,252.358140131302|330.633882840443
617.617296395942,2020-07-19,"Hospital beds needed|Mitigated",80802,8719,458.944315564104|827.655611602517,2020-30,2261.62770140069,1513.41240878947|3000.06009245702,47.1177300170773,33.3018635912935|61.7400862022156,7391.94110412592,6806.84426135304|7989.69701468336,7051.39549592791,4423.99118659338|9891.74862794142,1314103.24259065,1103845.68921086|1449549.36787537,0.000161911263111945,0.000101581878570149|0.000227130291537432,0.0301739018879632,0.0253460538306235|0.0332839604914172,0.01081898070593,0.0076466378905591|0.0141765064055957,1.69730732265591,1.56295977554856|1.83456159319977,1.61911263111945,1.01581878570149|2.27130291537432,301.739018879632,253.460538306235|332.839604914172
612.853715731801,2020-07-20,"Hospital beds needed|Mitigated",80802,8719,451.767634619283|831.86692812527,2020-30,2245.22882070018,1484.06201666297|2981.48202802963,46.707009474418,32.9083102419359|61.4721100720162,7438.64811360033,6851.13747398778|8040.6406526587,6996.9105373014,4287.50253097841|9894.39506380924,1321100.15312795,1108421.41504176|1459043.46312221,0.000160660201747295,9.84478818110914e-05|0.000227191057916846,0.0303345620897105,0.0254511197781177|0.0335019600284463,0.0107246727325843,0.00755627177801693|0.0141149748211746,1.70803199538849,1.57313020211039|1.84625906326348,1.60660201747295,0.984478818110914|2.27191057916846,303.345620897105,254.511197781177|335.019600284463
608.05633802004,2020-07-21,"Hospital beds needed|Mitigated",80802,8719,449.381120654759|841.174424432753,2020-30,2228.06725653679,1462.78777625125|2954.51526055727,46.4525678343588,34.1302360606177|61.3639028247734,7485.1006814347,6891.49560378415|8093.21607506412,6952.01113807606,4334.35678886678|9788.79841054666,1328052.16426603,1113104.49345988|1468467.33566406,0.000159629240082226,9.95237301422848e-05|0.000224766390697426,0.0304941913297927,0.0255586507118695|0.0337183471404072,0.0106662488825052,0.00783684539333341|0.0140901287150541,1.71869824427099,1.58239707102441|1.85833121700273,1.59629240082226,0.995237301422848|2.24766390697426,304.941913297927,255.586507118695|337.183471404072
603.88937877685,2020-07-22,"Hospital beds needed|Mitigated",80802,8719,440.539952158702|831.174424432753,2020-30,2213.64535007613,1459.83359336413|2897.00882588248,46.0706791516886,33.5637010930883|62.8190028642871,7531.1713605864,6928.67316550011|8143.9881281336,6900.14759122331,4330.2641960511|9850.38492230943,1334952.31185725,1117613.23541273|1477912.94996217,0.000158438370503964,9.94297576977423e-05|0.000226180515024438,0.0306526297002967,0.0256621786029163|0.0339352334776942,0.0105785611630814,0.00770675994820025|0.0144242428425172,1.72927680543408,1.59093363088739|1.86998928844123,1.58438370503964,0.994297576977423|2.26180515024438,306.526297002967,256.621786029163|339.352334776942
599.972060318285,2020-07-23,"Hospital beds needed|Mitigated",80802,8719,440.885124850126|805.380521520428,2020-30,2197.85688419847,1443.05534875704|2881.18955357864,45.7884227412793,33.659706665137|61.7268522604723,7576.95978332767,6962.92776024433|8193.06515985522,6851.73117837338,4196.21597765798|9766.99562808146,1341804.04303563,1122150.13388211|1487408.74094167,0.000157326652608633,9.63517972613336e-05|0.000224265764112188,0.0308099563529054,0.0257663530123949|0.034153271951444,0.0105137505990488,0.00772880435550255|0.014173467681949,1.73979055603312,1.59879903101369|1.88125815600145,1.57326652608633,0.963517972613336|2.24265764112188,308.099563529054,257.663530123949|341.532719514441
595.470339261953,2020-07-24,"Hospital beds needed|Mitigated",80802,8719,432.201272421444|783.443445409396,2020-30,2180.90260629932,1423.33237812442|2882.35545941068,45.465205359909,31.2008976728906|61.6537281511302,7622.42498868758,6994.12865791722|8242.56606278287,6795.54571843549,4141.87297811384|9672.968332836,1348599.58875406,1126727.27892615|1496839.45704627,0.00015603654502747,9.51039955031476e-05|0.000222106747765851,0.0309659928979328,0.0258714515472813|0.0343698162024972,0.0104395347441764,0.00716422267813737|0.01415667722265,1.7502300907773,1.60596325369183|1.89262435113662,1.5603654502747,0.951039955031476|2.22106747765851,309.659928979328,258.714515472813|343.698162024972
590.892825451867,2020-07-25,"Hospital beds needed|Mitigated",80802,8719,429.590006698089|785.670420237386,2020-30,2164.88085218444,1394.2131622897|2898.03378900287,45.1494018016155,30.8382238829208|60.8414058476959,7667.5743904892,7024.96688180014|8292.88173970398,6754.54003537257,4022.55626395417|9681.12769297915,1355354.12878943,1131153.87575703|1506169.62357935,0.000155094989282466,9.23642938496076e-05|0.000222294099660625,0.0311210878872153,0.0259730932555914|0.0345840516753604,0.0103670212210758,0.0070809470038889|0.0139701550934076,1.76059711199838,1.61304420069571|1.90417763134808,1.55094989282466,0.923642938496076|2.22294099660625,311.210878872153,259.730932555914|345.840516753604
