"amt_ICU beds needed|Mitigated",date,dataKey,hospital_capacity,icu_capacity,"range_ICU beds needed|Mitigated",epi_week,"amt_Hospital beds needed|Mitigated","range_Hospital beds needed|Mitigated","amt_New Deaths|Mitigated","range_New Deaths|Mitigated","amt_Total Deaths|Mitigated","range_Total Deaths|Mitigated","amt_New Infectious|Mitigated","range_New Infectious|Mitigated","amt_Total Infectious|Mitigated","range_Total Infectious|Mitigated","amt_New Attack Rate|Mitigated","range_New Attack Rate|Mitigated","amt_Attack Rate|Mitigated","range_Attack Rate|Mitigated","amt_New Deaths per 10,000|Mitigated","range_New Deaths per 10,000|Mitigated","amt_Total Deaths per 10,000|Mitigated","range_Total Deaths per 10,000|Mitigated","amt_New Infectious per 10,000|Mitigated","range_New Infectious per 10,000|Mitigated","amt_Total Infectious per 10,000|Mitigated","range_Total Infectious per 10,000|Mitigated"
76.4742293031048,2020-03-19,"Total Infectious per 10,000|Mitigated",80802,8719,34.0052194350789|107.020877740316,2020-12,331.518227489058,134.790823288649|457.04697491571,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0
769.305299151494,2020-04-11,"Hospital beds needed|Mitigated",80802,8719,585.871929990385|938.171410185503,2020-15,3149.97127514473,2339.78922539829|3695.65921103221,68.7897300274544,54.6995140257401|79.4885933816534,987.748151888982,706.898408108178|1164.95530161868,13467.9359071226,11011.2991978103|15155.4835320152,308045.025694439,226837.721351345|356861.713862233,0.000309245243085883,0.000252836954422792|0.000347994022340389,0.00707320405362892,0.0052085551018435|0.00819411290730958,0.0157952168252465,0.0125598789808792|0.0182518461272632,0.226802696007039,0.162315125019883|0.267492277894442,3.09245243085883,2.52836954422792|3.47994022340389,70.7320405362892,52.085551018435|81.9411290730958
787.804242913939,2020-04-12,"Hospital beds needed|Mitigated",80802,8719,606.908466035937|960.176629620582,2020-16,3208.30100643084,2403.82576144385|3736.14447729866,69.9247871155879,57.2333423248592|81.1122719541388,1057.67293900457,766.467433144979|1244.08295287461,13419.9086770242,11165.0488687472|15090.2500937533,321464.934371463,238059.826661217|371757.65771609,0.000308142461445926,0.00025636729156511|0.000346496158776757,0.00738134651507485,0.00546623250010401|0.00853614748557361,0.016055843997485,0.013141686285059|0.0186246685688788,0.242858540004524,0.175993121228755|0.285661245965128,3.08142461445926,2.5636729156511|3.46496158776757,73.8134651507485,54.6623250010401|85.3614748557361
804.451852068667,2020-04-13,"Hospital beds needed|Mitigated",80802,8719,618.166757474401|988.171410185503,2020-16,3261.6104129526,2449.71523943674|3795.17593964437,70.9479138844313,57.8050276204487|81.5252758161698,1128.620852889,827.595170040985|1325.12966382961,13361.3789224173,11112.0862036927|14873.0090181091,334826.31329388,249560.919125961|386539.806810155,0.00030679852512814,0.000255151184483654|0.000341507957933723,0.00768814504020299,0.00573031588745755|0.00887556915504476,0.016290770187007,0.0132729543274839|0.018719500828692,0.259149310191531,0.190029022487906|0.30427086068518,3.0679852512814,2.55151184483654|3.41507957933723,76.8814504020299,57.3031588745755|88.7556915504476
819.346766702172,2020-04-14,"Hospital beds needed|Mitigated",80802,8719,614.229287766923|999.192287925819,2020-16,3308.18366996949,2478.5552675944|3875.32643705616,71.8886504459774,59.6444987478364|82.1241050138243,1200.50950333498,890.172383084437|1405.02230736627,13307.5560524198,11073.2314853494|14766.2722120132,348133.869346299,260849.388191895|401215.868073742,0.000305562666372149,0.000254259018311943|0.000339057110990659,0.00799370770657512,0.00598951710317731|0.00921255487908589,0.0165067782736665,0.0136953261741138|0.018857001543035,0.275656088465198,0.204397746539396|0.322615483158622,3.05562666372149,2.54259018311943|3.39057110990659,79.9370770657512,59.8951710317731|92.1255487908589
834.48100914128,2020-04-15,"Hospital beds needed|Mitigated",80802,8719,643.889536296075|1007.19228792582,2020-16,3354.70801334734,2562.93736992783|3904.85686412834,72.5084006797492,62.4374320591957|83.2797368670676,1273.01790401473,954.238972455035|1485.57945706246,13253.8386484009,11200.12002548|14760.1953067365,361387.7079947,272153.661171627|415937.318427832,0.000304329229282878,0.000257172581140581|0.000338917575573913,0.008298036935858,0.00624908120191035|0.00955058280888318,0.0166490827908672,0.0143366281128446|0.0191223530087968,0.292305171256065,0.219108455099507|0.341112686822124,3.04329229282878,2.57172581140581|3.38917575573913,82.98036935858,62.4908120191035|95.5058280888318
848.104464790778,2020-04-16,"Hospital beds needed|Mitigated",80802,8719,680.673000338242|1011.4453599292,2020-16,3393.88368848935,2629.58448635279|3915.01040838899,73.2422848342113,61.1420597632591|85.4125965432617,1346.26018884894,1018.8758387389|1569.25437988001,13188.2528770489,11220.4079254891|14669.3039799281,374575.96087175,283905.05030071|430470.101004435,0.000302823275590747,0.000257638423613643|0.000336830566053888,0.00860086021144876,0.00651891179903237|0.00988427862623847,0.0168175942727369,0.0140391900174259|0.0196120915356069,0.309122765528802,0.233950108315047|0.360325780814665,3.02823275590747,2.57638423613643|3.36830566053888,86.0086021144876,65.1891179903237|98.8427862623847
860.251298481062,2020-04-17,"Hospital beds needed|Mitigated",80802,8719,689.384415272355|1018.43593903033,2020-16,3428.54104544128,2650.78448516222|3962.24260265206,73.8416274326869,62.9984928406991|84.8896103180132,1420.10181628163,1082.89398499119|1649.25012915548,13122.6611408341,11227.2881314517|14567.541307179,387698.622012583,295401.603350393|444681.865698111,0.000301317184935871,0.000257796404092618|0.000334493933128963,0.00890217739638462,0.00678289095419145|0.0102106033620913,0.0169552128720794,0.0144654565977428|0.0194920055747938,0.326077978400881,0.248649693564207|0.3786940780067,3.01317184935871,2.57796404092618|3.34493933128963,89.0217739638462,67.8289095419145|102.106033620913
871.319006630125,2020-04-18,"Hospital beds needed|Mitigated",80802,8719,708.618890070288|1030.82861964487,2020-16,3459.24689577608,2693.46620597615|3998.47479691513,74.365188395382,63.4787080021039|84.5682190775741,1494.46700467701,1148.54789807454|1730.98064444825,13075.5810137283,11241.2453758287|14628.376610225,400774.203026312,306975.334979034|458882.620770091,0.000300236150287967,0.000258116884636921|0.000335890808508263,0.0092024135466726,0.00704864225235564|0.0105366752995079,0.0170754308017573,0.0145757216415819|0.0194182090309428,0.343153409202638,0.263724876911541|0.397460705085673,3.00236150287967,2.58116884636921|3.35890808508263,92.024135466726,70.4864225235564|105.366752995079
881.39046131058,2020-04-19,"Hospital beds needed|Mitigated",80802,8719,725.665110994851|1037.27213043069,2020-17,3487.73355389757,2699.66820546887|4055.7855733724,74.6708959346319,64.6431224907395|84.839729101102,1569.13790061164,1216.37189117077|1811.81378722031,13017.7490903368,11227.1085570972|14385.7628216845,413791.952116649,318598.928826136|473071.16301859,0.000298908237285509,0.00025779228077964|0.000330320009795632,0.00950132178395811,0.00731553846641304|0.0108624668110602,0.0171456261182041,0.0148430897402082|0.0194805520535152,0.360299035320842,0.27929834516736|0.416021281151914,2.98908237285509,2.5779228077964|3.30320009795632,95.0132178395811,73.1553846641304|108.624668110602
890.228091355653,2020-04-20,"Hospital beds needed|Mitigated",80802,8719,730.469452777335|1050.56355779264,2020-17,3509.84930766478,2766.521473188|4095.57066266371,75.0582482616203,65.2390988512812|85.2835410901546,1644.19614887326,1288.18268849933|1896.39349631247,12961.8644489908,11163.1305829933|14348.1118250316,426753.81656564,330161.020884197|487165.639932195,0.000297625036977982,0.000256323244671185|0.000329455482989695,0.00979894682093609,0.00758102250151194|0.0111860984328154,0.017234568377319,0.0149799353977463|0.0195824583496139,0.377533603698162,0.29578724712621|0.435442128473073,2.97625036977982,2.56323244671185|3.29455482989695,97.9894682093609,75.8102250151194|111.860984328154
897.897620711141,2020-04-21,"Hospital beds needed|Mitigated",80802,8719,726.754132059214|1068.59230834816,2020-17,3529.10487081044,2794.51689086116|4086.9438484477,75.4918374803477,66.5435923090616|86.3400127519368,1719.68798635361,1358.81790996564|1980.38923202522,12895.5924527025,11159.5844379746|14332.8477448303,439649.409018342,341750.454259669|500891.987606009,0.000296103326469162,0.00025624181953775|0.000329104995414993,0.0100950501474053,0.0078471343367732|0.0115012772213352,0.0173341273626523,0.0152794678570907|0.0198250410572495,0.394867731060814,0.312006218157415|0.454728886212193,2.96103326469162,2.5624181953775|3.29104995414993,100.950501474053,78.471343367732|115.012772213352
904.394948834859,2020-04-22,"Hospital beds needed|Mitigated",80802,8719,730.469452777335|1084.26804033241,2020-17,3546.81773270374,2829.0783088424|4049.54097130238,75.6599059057044,66.1872526655453|85.4298038472051,1795.34789225931,1429.07584233492|2065.79392353164,12825.9888282916,10986.2890044908|14228.5262714696,452475.397846634,353388.793548983|514548.385470771,0.000294505116476253,0.000252262680579639|0.000326709608355611,0.0103895552638815,0.00811436912965164|0.0118148498509118,0.0173727185479779,0.0151976466036779|0.0196160426064521,0.412240449608792,0.328138557607262|0.474339162625529,2.94505116476253,2.52262680579639|3.26709608355611,103.895552638815,81.1436912965164|118.148498509118
910.511944038054,2020-04-23,"Hospital beds needed|Mitigated",80802,8719,756.28585867912|1090.31709829379,2020-17,3561.08937917359,2875.03662763222|4045.5618490427,75.9380947379083,66.6458646806425|85.7144949521287,1871.28598699722,1500.26215703979|2146.42361187434,12787.4690575988,11097.0831504684|14090.0051456441,465262.866904232,364674.334238971|528385.051706235,0.00029362064123568,0.000254806690503774|0.000323528942845778,0.0106831759051172,0.00837350310519909|0.0121325617291828,0.0174365951313177,0.0153029512213037|0.0196814122150942,0.42967704474011,0.344484068416869|0.492853022316747,2.9362064123568,2.54806690503774|3.23528942845778,106.831759051172,83.7350310519909|121.325617291828
916.383355008493,2020-04-24,"Hospital beds needed|Mitigated",80802,8719,756.896770465588|1083.29123329808,2020-17,3574.77582031915,2901.38602471984|4045.55500435848,76.1213490389674,66.0310324183153|87.0931792256412,1947.40733603619,1572.4855709535|2229.2244933168,12701.3755008889,10956.69895052|13987.0406034977,477964.242405122,376136.889509047|542060.847627266,0.000291643796152923,0.000251583245846936|0.000321164713086677,0.0109748197012701,0.00863670161722984|0.012446579769004,0.0174786732353928,0.0151617759486178|0.0199979800665016,0.447155717975502,0.361067713710596|0.511865422498914,2.91643796152923,2.51583245846936|3.21164713086677,109.748197012701,86.3670161722984|124.46579769004
921.920265096881,2020-04-25,"Hospital beds needed|Mitigated",80802,8719,746.812803245251|1104.34463251785,2020-17,3584.8649478688,2907.04847211255|4068.11559116761,76.0291000503709,67.1215917126319|85.8956311648682,2023.43643608656,1645.97080267626|2312.19976982668,12643.2655670308,10915.1689119675|14101.0435236678,490607.507972151,387617.452284567|555704.222230724,0.00029030949958769,0.000250629650065363|0.00032378240157314,0.0112651292008578,0.00890031361024511|0.0127598533637741,0.0174574913994383,0.0154121857191991|0.019723003972381,0.46461320937494,0.377941092455522|0.530917866564116,2.9030949958769,2.50629650065363|3.2378240157314,112.651292008578,89.0031361024511|127.598533637741
924.574234990546,2020-04-26,"Hospital beds needed|Mitigated",80802,8719,747.833680985567|1100.46072040026,2020-18,3588.68672394605,2952.6372087052|4064.40767362403,76.1757448445306,67.4237946799599|87.1631672164099,2099.61218093109,1717.9944393686|2393.42507893386,12570.6705650314,10838.9761719303|13788.3493194683,503178.178537184,399160.928583192|569492.571550192,0.000288642602804475,0.000248880143490882|0.000316602444981716,0.0115537718036623,0.00916537019787979|0.0130764558087558,0.017491163378077,0.0154815763301561|0.0200140504230637,0.482104372753018,0.394478865719705|0.549568490262355,2.88642602804475,2.48880143490882|3.16602444981716,115.537718036623,91.6537019787979|130.764558087558
929.198813106986,2020-04-27,"Hospital beds needed|Mitigated",80802,8719,749.746406136159|1098.69291466333,2020-18,3595.7585466326,2946.23556247708|4101.10486162943,76.0674949986602,67.8454981700416|85.720681735491,2175.67967592975,1789.40269865069|2474.44291135182,12507.6062788052,10863.7374119898|13765.2044686214,515685.784815989,410345.552387737|583113.715690664,0.000287194546423857,0.000249448700970969|0.000316071002370487,0.0118409663500861,0.00942218696112495|0.0133892189567153,0.0174663074906337,0.0155784061630272|0.0196828327990188,0.499570680243651,0.41087533853656|0.568171474010692,2.87194546423857,2.49448700970969|3.16071002370487,118.409663500861,94.2218696112495|133.892189567153
932.784903756916,2020-04-28,"Hospital beds needed|Mitigated",80802,8719,765.476588829556|1105.78193572769,2020-18,3600.21386360803,2941.4936843437|4092.42688218714,76.0869032497048,67.68646661536|86.5134855850539,2251.76657917946,1857.89926365095|2557.02993173298,12453.8864713725,10676.1261484435|13639.6939851462,528139.671287362,421160.022988912|596679.759458829,0.000285961054148379,0.000245140847770513|0.000313189081915877,0.0121269274042345,0.00967050441770987|0.0137007169124326,0.0174707639339621,0.0155418899870334|0.0198648731806098,0.517041444177614,0.426603240005745|0.587134768289515,2.85961054148379,2.45140847770513|3.13189081915877,121.269274042345,96.7050441770987|137.007169124326
935.44776049085,2020-04-29,"Hospital beds needed|Mitigated",80802,8719,770.279305362895|1099.73467014396,2020-18,3602.66969585535,2958.61646091934|4070.532423442,76.1488567044871,67.1648250891289|85.256037566639,2327.91543588394,1927.44435349393|2637.77295037324,12378.4185024431,10621.9905391156|13607.8469070533,540518.089789805,432194.388100823|610069.734088637,0.000284228189472032,0.000243897808021761|0.000312457822317204,0.0124111555937065,0.00992387100223057|0.0140081720405134,0.0174849894331895,0.015422112790516|0.0195761431028872,0.534526433610803,0.442571899466434|0.60567465042074,2.84228189472032,2.43897808021761|3.12457822317204,124.111555937065,99.2387100223057|140.081720405134
936.75987012742,2020-04-30,"Hospital beds needed|Mitigated",80802,8719,785.835794577073|1087.47637870549,2020-18,3600.01428468542,2974.40577758316|4058.64641984163,76.1544781525919,67.1319778347148|85.2170203871877,2404.06991403654,1998.94238289618|2719.44061437442,12300.2232226421,10619.6432507615|13662.7620723987,552818.313012446,443021.525179152|623438.560418207,0.000282432701397468,0.000243843910545365|0.000313718761912807,0.012693588295104,0.0101724793012901|0.0143151415699626,0.0174862802071416,0.0154145705381278|0.0195671841375141,0.552012713817945,0.4589889849316|0.624426845842866,2.82432701397468,2.43843910545365|3.13718761912807,126.93588295104,101.724793012901|143.151415699626
938.178827810808,2020-05-01,"Hospital beds needed|Mitigated",80802,8719,801.79925853152|1090.09551963888,2020-18,3597.63228334008,2970.94731973222|4049.77915417018,75.972065657774,67.5158045399363|86.2384873880482,2480.04197969432,2071.41647733391|2799.57024435872,12239.7802143712,10612.7083884829|13410.4018794005,565058.093226818,454118.813527444|636475.008537081,0.000281044833730552,0.000243684675070389|0.000307924170242107,0.0129746331288346,0.0104272907034624|0.0146144791667034,0.0174443953951772,0.0155027032583736|0.0198017292178915,0.569457109213123,0.475630190463305|0.642825884176401,2.81044833730552,2.43684675070389|3.07924170242107,129.746331288346,104.272907034624|146.144791667034
939.604542632713,2020-05-02,"Hospital beds needed|Mitigated",80802,8719,800.687072307829|1097.88942255121,2020-18,3592.54416522811,2995.55795503849|4057.64801320522,75.6978915115448,67.3260825703474|85.5515288114638,2555.73987120585,2144.02324779815|2881.14827547283,12166.3563214787,10545.5688606983|13395.0598240742,577224.449548296,464997.588650831|649565.522586799,0.000279358904293225,0.000242143044657711|0.000307571892234435,0.0132539920331278,0.0106770846942201|0.0149150582032641,0.0173814406476322,0.0154591400746691|0.0196439925955383,0.586838549860754,0.492301860522277|0.66155749846112,2.79358904293225,2.42143044657711|3.07571892234435,132.539920331278,106.770846942201|149.150582032641
940.197297621707,2020-05-03,"Hospital beds needed|Mitigated",80802,8719,791.491414090312|1099.80987071436,2020-19,3589.06782265445,2979.56797318522|4078.58508931625,75.6830570211262,66.9206412549208|84.6484980040949,2631.42292822699,2217.49693347293|2962.561483739,12101.1517384348,10530.5633507636|13197.2359519398,589325.601286731,475953.93811109|662478.947298604,0.000277861703291322,0.000241798494267853|0.000303029541287097,0.0135318537364191,0.0109286599152144|0.0152115709867829,0.0173780344125363,0.0153660442959167|0.0194366423501372,0.604216584273291,0.50917258811083|0.68025126679674,2.77861703291322,2.41798494267853|3.03029541287097,135.318537364191,109.286599152144|152.115709867829
941.062632878099,2020-05-04,"Hospital beds needed|Mitigated",80802,8719,796.280097567558|1095.87497135815,2020-19,3583.22076866269,2995.14338694106|4099.8118832888,75.6646232081005,66.332180542982|85.0863848389038,2707.08755143508,2289.567861958|3045.60051705601,12030.7630751603,10353.6893404261|13288.7404146116,601356.364361892,486705.455157619|675472.585541904,0.000276245467556691,0.000237737185489759|0.000305130629382374,0.0138080992039758,0.0111755318579921|0.0155099256006472,0.0173738017156855,0.0152309243509117|0.0195371881365209,0.621590385988976,0.525721220323287|0.699318350439567,2.76245467556691,2.37737185489759|3.05130629382374,138.080992039758,111.755318579921|155.099256006472
941.344392615622,2020-05-05,"Hospital beds needed|Mitigated",80802,8719,813.269658697401|1093.85931305291,2020-19,3574.51902203476,2994.39688316892|4059.96331367987,75.4076435528991,66.6298777833154|83.4781202422771,2782.49519498797,2362.64504801865|3124.94655680169,11964.3635032095,10387.6046214653|13151.3562646244,613320.727865102,497566.090899724|688433.824459013,0.00027472082770762,0.000238515934319693|0.00030197607064732,0.0140828200316834,0.0114249093396861|0.0158075362744176,0.0173147950969364,0.0152992803752408|0.0191679049890808,0.63890518108591,0.542500905290013|0.717537463983224,2.7472082770762,2.38515934319693|3.0197607064732,140.828200316834,114.249093396861|158.075362744176
939.860806575783,2020-05-06,"Hospital beds needed|Mitigated",80802,8719,810.50614400677|1114.80160859902,2020-19,3566.26230905225,2970.05543957534|4065.13809415707,75.2492331187052,67.3142172961437|83.5122648484802,2857.74442810668,2435.31767855477|3204.62064092573,11896.0482715471,10186.2670331492|13078.1093943761,625216.776136648,508237.222988199|701105.336816746,0.000273152201262737,0.000233892902856632|0.000300294205931642,0.0143559722329462,0.0116699355158915|0.0160984943652755,0.0172784215400918,0.0154564156188722|0.0191757451340876,0.656183602626004,0.559187697869675|0.735831901737084,2.73152201262737,2.33892902856632|3.00294205931642,143.559722329462,116.699355158915|160.984943652755
938.664129930883,2020-05-07,"Hospital beds needed|Mitigated",80802,8719,800.999600691806|1100.78954447972,2020-19,3555.94165025862,2957.54308799258|4021.63687891736,74.9168679034833,65.6102460148419|83.3406396749827,2932.66129601017,2505.93765230666|3285.66122188085,11827.8758004966,10203.8577880286|12951.7485079466,637044.651937146,518971.029021326|713643.797882844,0.00027158685282871,0.00023429681458492|0.000297392758871757,0.0146275590857749,0.0119164007856138|0.016386397386722,0.0172021051969763,0.0150651566934278|0.0191363372627821,0.67338570782298,0.575403167782976|0.754440108911602,2.7158685282871,2.3429681458492|2.97392758871757,146.275590857749,119.164007856138|163.86397386722
937.260011156295,2020-05-08,"Hospital beds needed|Mitigated",80802,8719,801.989161821648|1109.75271776614,2020-19,3544.50459703668,2957.60964057627|4011.44644013492,74.7130801167469,67.48915466684|82.7940520551467,3007.37437612692,2579.81462697011|3363.21455338558,11756.3664015982,10224.1315351751|12892.2356183295,648801.018338744,529647.188583531|726073.23840776,0.000269944883220468,0.000234762332085732|0.000296026248209446,0.0148975039689953,0.0121615424006174|0.0166717971230332,0.0171553122777927,0.0154965840233693|0.0190108320461479,0.690541020100774,0.592366496941802|0.772247588111602,2.69944883220468,2.34762332085732|2.96026248209446,148.975039689953,121.615424006174|166.717971230332
936.585580848397,2020-05-09,"Hospital beds needed|Mitigated",80802,8719,808.642679456495|1110.97969259413,2020-19,3535.37547035801,2959.59163642055|3969.81105417836,74.3164128044276,65.9588899049993|83.2254328896206,3081.69078893134,2653.53286446168|3444.54215729936,11676.5530739721,9956.34626102879|12817.8328566221,660477.571412715,540199.446996594|738643.666809458,0.000268112242192663,0.000228613556002354|0.000294317842386228,0.015165616211188,0.012403839048044|0.0169604341653822,0.0170642311497948,0.0151452108793889|0.0191098839513095,0.707605251250568,0.609293377519609|0.790921700325492,2.68112242192663,2.28613556002354|2.94317842386228,151.65616211188,124.03839048044|169.604341653822
934.332578339825,2020-05-10,"Hospital beds needed|Mitigated",80802,8719,798.262383321672|1092.23468051468,2020-20,3523.72726241997,2956.03514720637|3965.03312411945,74.2146259652606,66.4831631350378|82.8402411790819,3155.90541489661,2725.40740988129|3524.22177847954,11603.8571726355,9965.96302246973|12722.759929435,672081.428585351,550615.596839847|751135.567613283,0.000266443028600083,0.000228834372150426|0.000292134816666355,0.0154320592397881,0.0126430104260866|0.0172472680891047,0.0170408592715514,0.0152655923569848|0.0190214378041183,0.72464611052212,0.625796917054735|0.809217409475566,2.66443028600083,2.28834372150426|2.92134816666355,154.320592397881,126.430104260866|172.472680891047
931.593233600566,2020-05-11,"Hospital beds needed|Mitigated",80802,8719,793.589787726827|1081.5230838735,2020-20,3508.80363729084,2937.01002107332|3935.81658816162,73.8894940333786,64.8548965717179|83.3882464629645,3229.79490892998,2798.70455041144|3603.75347909457,11538.2768515169,10024.6987142352|12697.5168742379,683619.705436867,561296.619693858|763261.612724354,0.000264937200053984,0.000230183037113126|0.000291555195943884,0.0156969964398421,0.0128882637100102|0.0175257013838504,0.0169662038054107,0.0148917164396543|0.0191472685389802,0.741612314327529,0.642627107068307|0.827479153709679,2.64937200053984,2.30183037113126|2.91555195943884,156.969964398421,128.882637100102|175.257013838504
929.01401647061,2020-05-12,"Hospital beds needed|Mitigated",80802,8719,798.398421074123|1064.03962700133,2020-20,3496.02071581196,2895.39951636017|3907.76316205166,73.4912356347077,66.0568567425887|84.9856780349052,3303.28614456469,2871.60366349685|3681.43360261612,11464.2014721524,9791.20862299938|12681.5574519408,695083.90690902,571574.90795964|775369.611512941,0.000263236311450398,0.000224821733011273|0.000291188742208003,0.0159602327512925,0.0131242695668229|0.0178037203063105,0.0168747573386639,0.0151677056244735|0.0195140642515412,0.758487071666194,0.659365903645827|0.845315746374676,2.63236311450398,2.24821733011273|2.91188742208003,159.602327512925,131.242695668229|178.037203063105
926.50253319282,2020-05-13,"Hospital beds needed|Mitigated",80802,8719,804.818550375562|1078.11409710662,2020-20,3482.84306098537,2875.52854669021|3892.79622498356,73.2980225177373,65.6017529305128|81.5752337109271,3376.58416708243,2942.85743799109|3756.09147722679,11396.7501482231,9783.19589794046|12571.4465283112,706480.657057242,582104.792962941|787439.588665836,0.000261687521702004,0.000224637748091407|0.000288660420156349,0.0162219202729944,0.0133660524851534|0.0180808661915025,0.0168303925319578,0.0150632065460956|0.0187309719564244,0.775317464198152,0.675726904296719|0.862458382589659,2.61687521702004,2.24637748091407|2.88660420156349,162.219202729944,133.660524851534|180.808661915025
