county,date,allbed_mean,allbed_lower,allbed_upper,ICUbed_mean,ICUbed_lower,ICUbed_upper,InvVen_mean,InvVen_lower,InvVen_upper,admis_mean,admis_lower,admis_upper,newICU_mean,newICU_lower,newICU_upper,bedover_mean,bedover_lower,bedover_upper,icuover_mean,icuover_lower,icuover_upper,deaths_mean,deaths_lower,deaths_upper,totdea_mean,totdea_lower,totdea_upper,deaths_mean_smoothed,deaths_lower_smoothed,deaths_upper_smoothed,totdea_mean_smoothed,totdea_lower_smoothed,totdea_upper_smoothed,mobility_data_type,mobility_composite,total_tests_data_type,total_tests,confirmed_infections,est_infections_mean,est_infections_lower,est_infections_upper
California,2020-08-28,2527.4,1578.3,4430.2,740.1,477.2,1295.4,660.5,428.3,1140.8,324.1,178,630,95.1,57.5,175,0,0,0,0,0,0,73.7267130009591,46.8191159846839,129.060277761921,11047.5331202571,9620.73305415201,13272.725748605,73.7267130009591,46.8191159846839,129.060277761921,11047.5331202571,9620.73305415201,13272.725748605,projected,-22.5293733973736,projected,128296.803866271,,8758.6000274778,5436.57272623181,15692.8269534485
California,2020-08-29,2517.7,1561.6,4396.4,736.5,473.3,1300.1,657.6,424.5,1145.1,321.4,170.8,625,94.4,56.7,170,0,0,0,0,0,0,73.2962540533705,46.502406867873,128.563232778359,11120.8293743105,9669.25049905405,13402.5461931704,73.2962540533705,46.502406867873,128.563232778359,11120.8293743105,9669.25049905405,13402.5461931704,projected,-22.2984941758248,projected,128893.533186579,,8781.75638927004,5434.64229350314,15747.9415304136
California,2020-08-30,2500.7,1552.3,4400.8,732.8,463.6,1280.4,654.4,415.5,1155,318,174.5,600.2,93.8,57,170,0,0,0,0,0,0,72.8952968354221,46.128903428136,128.094022858469,11193.7246711459,9717.56112183809,13539.4222989592,72.8952968354221,46.128903428136,128.094022858469,11193.7246711459,9717.56112183809,13539.4222989592,projected,-22.0654930192829,projected,129490.262506887,,8808.7566323353,5435.34918678291,15809.1943475051
California,2020-08-31,2492.9,1551.8,4410.8,729.9,457.3,1285,651.6,411.6,1150.1,321.1,173.7,630.1,94.2,56.4,175,0,0,0,0,0,0,72.5441252393481,45.7514995666788,127.678393450021,11266.2687963853,9765.73888520248,13675.5198592166,72.5441252393481,45.7514995666788,127.678393450021,11266.2687963853,9765.73888520248,13675.5198592166,projected,-21.8304108297337,projected,130086.991827196,,8839.84756761164,5447.3007075144,15877.1017601477
California,2020-09-01,2484.2,1539.9,4490.1,727.3,459,1285,649.2,408,1140.2,319.4,174.5,635,93.6,54.5,175,0,0,0,0,0,0,72.2465835557839,45.3953000353301,127.303976600632,11338.5153799411,9813.80268938426,13811.2779868663,72.2465835557839,45.3953000353301,127.303976600632,11338.5153799411,9813.80268938426,13811.2779868663,projected,-21.5932904561844,projected,130683.721147504,,8875.17743174504,5468.08681614418,16014.8673638089
California,2020-09-02,2478.2,1514.2,4405.6,724.1,453.3,1270.1,646.6,394.1,1140.1,321.6,176.4,635.1,92.8,56.4,170,0,0,0,0,0,0,71.9836382088736,45.0696401029478,127.123655459932,11410.4990181499,9861.71959626377,13932.2819444871,71.9836382088736,45.0696401029478,127.123655459932,11410.4990181499,9861.71959626377,13932.2819444871,projected,-21.3541766772095,projected,131280.450467812,,8910.4393457125,5483.33507441021,16178.0313261138
California,2020-09-03,2471.8,1475.9,4420.6,722.2,446.7,1265.1,645.2,391.9,1140.1,319.5,173.9,610.1,93.4,55,170,0,0,0,0,0,0,71.7500364881371,44.7789747004164,126.965750690497,11482.2490546381,9909.5075357388,14040.0865303688,71.7500364881371,44.7789747004164,126.965750690497,11482.2490546381,9909.5075357388,14040.0865303688,projected,-21.1131161797555,projected,131877.17978812,,8946.96281824546,5497.21240192223,16344.6817218982
California,2020-09-04,2463.3,1473.5,4366.2,719.6,447.9,1270.1,643,394.8,1145.1,316.6,171.4,615,92.4,52.5,175,0,0,0,0,0,0,71.5419555528612,44.6828336458111,126.412414145765,11553.7910101909,9957.17797629651,14147.2389558924,71.5419555528612,44.6828336458111,126.412414145765,11553.7910101909,9957.17797629651,14147.2389558924,projected,-20.8701575341821,projected,132473.909108428,,8994.84858066915,5518.54977077972,16535.5542424122
California,2020-09-05,2454.4,1451.2,4395.5,717.2,442.7,1275.1,640.8,392.9,1140.4,313.5,171,610,92.7,55.5,170,0,0,0,0,0,0,71.3438691732562,44.5713929385005,126.370746585814,11625.1348793642,10004.7506364729,14259.3842324732,71.3438691732562,44.5713929385005,126.370746585814,11625.1348793642,10004.7506364729,14259.3842324732,projected,-20.625351165527,projected,133070.638428737,,9052.87742742544,5546.55866348147,16748.5646093788
California,2020-09-06,2449.9,1453,4435.2,715.2,429.1,1265.1,639.1,381.8,1135,315.1,165,640,92.7,53.6,175,0,0,0,0,0,0,71.1636889419029,44.4704999719823,126.338042119665,11696.2985683061,10052.2643282857,14381.8064292866,71.1636889419029,44.4704999719823,126.338042119665,11696.2985683061,10052.2643282857,14381.8064292866,projected,-20.3787493209929,projected,133667.367749045,,9115.63630543628,5577.8952468548,16972.6093886431
