cumulative_fatalities_upper_bound,hospitalizations_lower_bound,icu_num,cumulative_cases_num,cases_lower_bound,current_hospitalizations_lower_bound,icu_upper_bound,location_id,intervention_date_id,current_icu_lower_bound,hospitalizations_num,fatalities_lower_bound,hospitalizations_upper_bound,current_icu_upper_bound,cases_num,portfolio_id,data_type,current_hospitalizations_num,cases_upper_bound,cumulative_fatalities_lower_bound,cumulative_cases_lower_bound,current_icu_num,fatalities_upper_bound,fatalities_num,icu_lower_bound,intervention_length,intervention_level,current_hospitalizations_upper_bound,future_scenario_id,cumulative_cases_upper_bound,cumulative_fatalities_num,date_str,date,scenario
1242.13,111.64,52.3,20867.83,415.26,451.17,171.12,11,1,58.06,357.84,7.47,1048.65,586.11,626.76,4,,1871.26,1034.73,377.72,15038.51,229.45,34.09,17.95,18.29,30,3,4980.23,4,26835.49,630.94,,2020-05-14,3-1
1278.11,121.09,57.34,21503.56,449.28,487.2,189.68,11,1,61.59,397.34,7.97,1171.85,635.99,645.77,4,,2042.72,1160.74,391.72,15470.57,243.63,36.39,19.22,19.65,30,3,5506.99,4,27932.37,650.13,,2020-05-15,3-1
1316.72,131.24,63.01,22160.68,485.91,526.64,210.55,11,1,65.69,441.09,8.55,1306.06,694.05,668.4,4,,2236.82,1297.19,406.6,15937.94,260.33,39.12,20.68,21.18,30,3,6101.45,4,29160.46,670.78,,2020-05-16,3-1
1358.42,142.16,69.38,22840.86,525.38,569.61,233.82,11,1,70.33,489.46,8.99,1451,760.85,693.15,4,,2455.56,1443.91,422.49,16443.34,279.76,42.31,22.37,22.87,30,3,6766.77,4,30530.17,693.11,,2020-05-17,3-1
1403.7,153.9,76.5,23549.1,567.9,616.29,259.55,11,1,75.53,542.81,9.4,1605.53,836.89,725.88,4,,2701.02,1599.88,439.55,16989.71,302.15,46,24.3,24.71,30,3,7505.14,4,32051.35,717.35,,2020-05-18,3-1
1453.1,166.53,84.44,24294.24,613.72,666.88,287.7,11,1,81.3,601.44,9.86,1766.69,922.6,764.9,4,,2975.43,1762.18,457.96,17580.24,327.72,50.25,26.48,26.7,30,3,8316.63,4,33732.02,743.78,,2020-05-19,3-1
1507.24,180.14,93.23,25082.18,624.18,721.61,318.06,11,1,87.64,665.33,10.38,1927.51,1018.23,812.6,4,,3280.96,1923.92,476.56,18218.16,356.73,55.1,28.95,28.85,30,3,9196.74,4,35575.49,772.7,,2020-05-20,3-1
1566.77,194.78,102.94,25921.01,628.79,780.76,350.03,11,1,94.58,734.05,10.96,2073.18,1123.61,865.58,4,,3619.34,2070.32,487.41,18891.35,389.45,60.63,31.73,31.15,30,3,10131.33,4,37574.66,804.45,,2020-05-21,3-1
1632.42,210.37,113.55,26814.05,633.36,844.57,382.28,11,1,102.14,806.35,11.6,2177.31,1237.77,921.47,4,,3991.34,2175.04,498.9,19571.14,426.1,66.91,34.85,33.64,30,3,11088.13,4,39702.03,839.46,,2020-05-22,3-1
1705.01,226.42,125.01,27764.4,637.88,912.93,412.5,11,1,110.34,880.25,12.3,2209.7,1358.25,979.14,4,,4396.09,2207.92,511.1,20255.66,466.88,74.01,38.33,36.34,30,3,12009.86,4,41900.55,878.23,,2020-05-23,3-1
1785.44,243.07,137.21,28771.49,642.36,985.6,437.92,11,1,119.2,954.3,13.08,2166.94,1480.72,1034.59,4,,4830.96,2165.54,524.08,20944.75,511.85,82.02,42.2,39.25,30,3,12826.31,4,44093.34,921.38,,2020-05-24,3-1
1874.72,260.73,150.06,29834.41,646.79,1062.6,456.76,11,1,128.72,1028.48,13.94,2088.26,1599.49,1093.37,4,,5292.81,2087.15,537.93,21638.36,560.99,91.05,46.48,42.42,30,3,13491.73,4,46221.3,969.6,,2020-05-25,3-1
1974,279.62,163.51,30959.52,651.17,1144.27,469.16,11,1,138.89,1103.76,14.88,2081.79,1709.24,1157.27,4,,5779.2,2075.38,552.72,22336.42,614.21,101.2,51.19,45.87,30,3,14008.69,4,48270.75,1023.62,,2020-05-26,3-1
2084.73,300.04,177.56,32151.37,693.27,1231.21,476.61,11,1,149.76,1180.93,15.92,2190.44,1806.44,1226.6,4,,6289.04,2185.16,568.56,23038.93,671.46,112.64,56.34,49.62,30,3,14411.01,4,50260.92,1084.23,,2020-05-27,3-1
2208.31,322.16,192.2,33413.47,697.6,1323.98,480.6,11,1,161.35,1258.23,17.05,2222.15,1889.97,1297.35,4,,6820.35,2217.85,585.54,23745.76,732.6,125.55,61.95,53.72,30,3,14731.55,4,52212.91,1152.07,,2020-05-28,3-1
2346.95,346.22,207.34,34745.22,701.88,1423.39,482.49,11,1,173.72,1332.98,18.3,2244.38,1959.84,1366.17,4,,7369.78,2229.1,603.77,24456.89,797.55,140.32,68.02,58.19,30,3,14996.78,4,54144.87,1227.98,,2020-05-29,3-1
2503.81,372.43,222.78,36144.31,706.12,1530.28,483.19,11,1,186.96,1403.27,19.67,2405.05,2017.25,1430.84,4,,7931.33,2391.71,623.39,25172.29,866.08,157.53,74.56,62.57,30,3,15343.85,4,56065.88,1312.84,,2020-05-30,3-1
2683.73,401.01,238.26,37603.9,710.3,1645.57,501.07,11,1,201.15,1465.42,21.16,2517.5,2063.83,1486.45,4,,8497.41,2505.92,644.51,25891.9,937.78,178.08,81.59,67.27,30,3,15655.44,4,57981.38,1407.65,,2020-05-31,3-1
2941.09,432.19,253.35,39113.06,714.45,1770.23,528.9,11,1,216.4,1517.08,22.8,2555.02,2101.36,1529.67,4,,9057.62,2545.03,667.29,26615.66,1011.97,202.88,89.13,72.37,30,3,15922.66,4,59893.72,1513.53,,2020-06-01,3-1
3251.64,466.21,267.7,40660.82,718.54,1905.3,545.37,11,1,232.82,1557.2,24.6,2522.97,2131.51,1565.09,4,,9601.88,2514.36,691.89,27343.55,1087.7,231.8,97.16,77.89,30,3,16157.17,4,61803.86,1631.75,,2020-06-02,3-1
3585.3,503.34,281.2,42241.81,722.59,2051.88,551.23,11,1,250.55,1593.94,26.57,2461.52,2155.76,1596.81,4,,10124.69,2454.08,718.47,28075.49,1163.92,263.05,105.58,83.9,30,3,16366.46,4,63712.03,1763.53,,2020-06-03,3-1
3940.9,543.84,294.01,43856.09,737.97,2211.17,550.62,11,1,269.71,1632.48,28.72,2406.98,2175.33,1632.39,4,,10627.35,2400.51,747.24,28811.47,1239.81,294.05,114.26,90.42,30,3,16555.38,4,65618.08,1909.82,,2020-06-04,3-1
4317.05,588.02,306.24,45506.63,741.92,2384.41,547.57,11,1,290.47,1672.3,31.07,2372.53,2223.99,1668.83,4,,11113.15,2366.87,778.39,29551.41,1314.82,322.59,123.14,97.52,30,3,16727.17,4,67521.72,2071.42,,2020-06-05,3-1
4712.22,636.17,317.87,47193.23,745.83,2572.95,544.57,11,1,312.98,1710.44,33.64,2353.56,2279.88,1704.28,4,,11583.67,2348.6,812.15,30295.29,1388.47,347.34,132.18,105.25,30,3,16884.08,4,69422.53,2249.02,,2020-06-06,3-1
5139.66,688.63,328.76,48914.83,749.69,2778.2,542.51,11,1,337.42,1745.04,36.46,2345.22,2321.22,1738.05,4,,12037.56,2340.87,848.79,31043.05,1460.33,368.06,141.38,113.67,30,3,17027.73,4,71320.05,2443.33,,2020-06-07,3-1
5682.47,745.74,338.76,50667.78,753.51,3001.65,541.55,11,1,363.98,1775.19,39.54,2450.18,2351.92,1766.77,4,,12472.38,2440.84,888.58,31794.65,1529.83,385.1,150.75,122.84,30,3,17159.35,4,73213.82,2655.06,,2020-06-08,3-1
6267.08,807.85,347.73,52446.34,757.28,3244.9,541.52,11,1,392.86,1799.49,42.92,2525.71,2375.04,1789.57,4,,12885.28,2519.83,931.85,32550.05,1596.32,399.11,160.23,132.82,30,3,17279.88,4,75103.34,2884.88,,2020-06-09,3-1
6891.28,875.4,355.59,54245.49,812.51,3509.61,542.07,11,1,424.26,1818.18,46.61,2554.68,2392.92,1808.81,4,,13273.36,2552.18,979.02,33326.8,1659.19,410.81,169.72,143.68,30,3,17390.09,4,76988.12,3133.36,,2020-06-10,3-1
7553.32,949.68,362.36,56062.54,896.62,3798,542.97,11,1,458.41,1832.94,50.65,2554.11,2407.05,1824.8,4,,13634.52,2550.1,1030.58,34180.94,1717.92,420.74,179.06,155.52,30,3,17490.63,4,78867.69,3400.86,,2020-06-11,3-1
8251.57,1031.28,368.19,57894.08,986.64,4112.9,544.03,11,1,495.6,1845,55.05,2537.95,2418.46,1837.98,4,,13968.68,2533.77,1087.18,35122.09,1772.16,429.3,188.09,168.45,30,3,17582.04,4,80741.55,3687.53,,2020-06-12,3-1
8984.45,1120.09,373.23,59737.79,1082.64,4456.92,547.48,11,1,536.13,1855.11,59.83,2520.91,2427.81,1849.15,4,,14276.88,2518.4,1149.77,36156.3,1821.83,436.78,196.72,182.57,30,3,17664.8,4,82609.24,3993.26,,2020-06-13,3-1
9750.31,1216.23,377.6,61591.66,1184.79,4832.09,561.18,11,1,580.31,1863.34,65.01,2513.33,2435.54,1858.25,4,,14560.2,2510.65,1219.69,37289.5,1866.99,443.38,204.9,197.97,30,3,17739.33,4,84470.29,4317.76,,2020-06-14,3-1
10547.37,1319.75,381.37,63453.45,1293.36,5240.33,570.08,11,1,628.47,1869.33,70.56,2510.37,2441.95,1864.98,4,,14819.35,2508.32,1298.78,38528.1,1907.82,449.24,212.61,214.72,30,3,17806.02,4,86324.23,4660.64,,2020-06-15,3-1
11373.64,1333.15,384.67,65320.92,1332.54,5682.98,575.78,11,1,680.88,1873.27,76.44,2511.5,2447.26,1869.55,4,,15054.94,2509.7,1389.16,39878.25,1944.56,454.48,219.83,232.86,30,3,17865.17,4,88170.6,5021.31,,2020-06-16,3-1
12226.9,1328.77,387.62,67191.18,1328.23,6155.69,579.68,11,1,737.74,1873.22,82.58,2508.15,2451.71,1870.03,4,,15266.63,2506.59,1492.69,41340.59,1977.53,459.2,226.53,252.18,30,3,17916.52,4,90008.61,5399.05,,2020-06-17,3-1
13104.14,1323.51,390.16,69058.97,1323.02,6639.82,582.38,11,1,798.7,1867.21,88.9,2497.14,2462.24,1864.47,4,,15451.85,2495.79,1610.29,42899.8,2007.02,463.41,232.67,271.83,30,3,17959.6,4,91836.88,5792.59,,2020-06-18,3-1
14001.32,1317.51,392.18,70918.08,1317.06,7106.09,584.08,11,1,862.54,1855.17,95.31,2480.37,2475.19,1852.81,4,,15607.45,2479.2,1741.76,44525.98,2033.18,467.04,238.23,284.23,30,3,17994.08,4,93653.64,6200.1,,2020-06-19,3-1
14913.5,1310.92,393.59,72763.03,1310.52,7523.76,584.88,11,1,927.11,1838.47,101.69,2460.35,2485.62,1836.43,4,,15731.38,2459.33,1886.09,46182.78,2056.08,470.02,243.15,283.92,30,3,18019.87,4,95457.09,6619.23,,2020-06-20,3-1
15835.3,1303.95,394.35,74590.03,1303.58,7867.29,584.87,11,1,989.69,1819.04,107.87,2438.65,2494.04,1817.27,4,,15823.58,2437.76,2041.76,47834.24,2075.68,472.28,247.4,283.6,30,3,18037.06,4,97245.61,7047.36,,2020-06-21,3-1
16761.17,1296.77,394.49,76397.13,1296.44,8120.41,584.15,11,1,1047.47,1798.4,113.69,2416.17,2500.8,1796.87,4,,15885.74,2415.39,2207.05,49450.12,2092,473.8,250.94,283.24,30,3,18045.92,4,99017.81,7481.7,,2020-06-22,3-1
17685.76,1286.77,394.08,78183.57,1285.46,8276.13,582.79,11,1,1098.02,1777.31,118.98,2392.69,2506.17,1775.96,4,,15920.55,2392.01,2380.01,51008.1,2105.1,474.61,253.79,282.85,30,3,18046.87,4,100786.81,7919.55,,2020-06-23,3-1
18604.07,1258.61,393.2,79948.99,1257.5,8334.84,580.84,11,1,1139.31,1755.98,123.62,2368.25,2510.36,1754.82,4,,15930.85,2367.65,2558.74,52491.47,2115.11,474.72,255.95,282.41,30,3,18040.39,4,103075.65,8358.28,,2020-06-24,3-1
19511.58,1233.35,391.93,81693.18,1232.41,8302.98,578.33,11,1,1170.06,1734.52,127.54,2342.72,2513.53,1733.5,4,,15919.27,2342.2,2741.4,53890.58,2122.2,474.18,257.44,281.95,30,3,18027.02,4,105350.68,8795.49,,2020-06-25,3-1
20404.37,1209.91,390.34,83415.9,1209.12,8190.4,575.25,11,1,1189.7,1712.8,130.73,2315.7,2515.81,1711.89,4,,15888.15,2315.24,2926.29,55200.37,2126.6,473.03,258.32,281.44,30,3,18007.27,4,107611.18,9229.03,,2020-06-26,3-1
21279.06,1176.76,388.46,85116.82,1173.53,8008.85,571.58,11,1,1198.27,1690.62,133.21,2286.82,2517.3,1689.85,4,,15839.43,2286.42,3111.88,56419.26,2128.56,471.32,258.63,280.91,30,3,17981.62,4,109856.45,9657.04,,2020-06-27,3-1
22132.87,1087.23,386.34,86795.43,1084.52,7770.14,567.29,11,1,1196.27,1667.92,135.03,2255.66,2518.11,1667.25,4,,15774.66,2255.32,3296.86,57548.14,2128.29,469.09,258.4,280.34,30,3,17950.53,4,112085.74,10077.94,,2020-06-28,3-1
22963.54,1001.07,383.98,88451.07,998.79,7486.01,562.32,11,1,1184.54,1644.49,136.25,2221.72,2518.31,1643.9,4,,15695.06,2221.42,3480.1,58589.56,2126.02,466.37,257.7,279.74,30,3,17914.4,4,114298.25,10490.39,,2020-06-29,3-1
23769.3,919.29,381.4,90082.91,917.38,7167.56,556.58,11,1,1164.14,1620.1,136.93,2185.97,2517.97,1619.59,4,,15601.52,2185.69,3655.43,59547.36,2121.95,463.2,256.55,277.82,30,3,17873.57,4,116493.09,10893.32,,2020-06-30,3-1
24548.82,842.53,378.59,91689.86,840.93,6824.79,549.99,11,1,1136.23,1594.55,136.36,2166.75,2517.14,1594.1,4,,15494.6,2166.5,3801.54,60426.13,2116.21,459.61,255.01,263.38,30,3,17828.37,4,118669.28,11285.89,,2020-07-01,3-1
25301.17,772.13,375.53,93271.97,833.18,6467.09,542.42,11,1,1102.02,1567.6,133.34,2146.36,2515.86,1570.33,4,,15374.58,2146.13,3942.76,61257.85,2108.94,455.6,253.09,248.55,30,3,17779.05,4,120825.7,11667.45,,2020-07-02,3-1
26025.73,707.09,372.21,94829.86,836.04,6103.05,539.27,11,1,1062.78,1538.93,130.11,2124.61,2514.17,1545.1,4,,15241.44,2124.41,4078.47,62092.45,2100.22,451.19,250.82,233.67,30,3,17725.84,4,122961.09,12037.54,,2020-07-03,3-1
26722.2,648.16,368.6,96361.38,838.88,5739.07,537.04,11,1,1019.67,1508.25,124.74,2101.33,2512.09,1517.54,4,,15094.85,2101.15,4208.26,62929.91,2090.1,448.4,248.22,218.95,30,3,17668.92,4,125074.01,12395.84,,2020-07-04,3-1
27390.5,594.88,364.67,97864.05,841.68,5380.75,534.56,11,1,973.76,1475.22,118.62,2076.26,2509.66,1487.34,4,,14934.2,2076.1,4331.85,63770.19,2078.59,445.6,245.3,204.59,30,3,17608.43,4,127162.8,12742.17,,2020-07-05,3-1
28030.77,546.48,360.37,99335.1,844.45,5032.37,531.82,11,1,926.05,1439.52,112.39,2049.12,2506.89,1454.23,4,,14758.66,2048.98,4449.08,64613.26,2065.67,442.5,242.07,190.75,30,3,17544.5,4,129225.53,13076.48,,2020-07-06,3-1
28643.31,502.38,355.66,100771.47,847.19,4696.88,528.77,11,1,877.41,1400.9,106.17,2019.55,2503.78,1417.98,4,,14567.18,2019.43,4559.91,65459.08,2051.29,439.11,238.52,177.52,30,3,17477.19,4,131259.96,13398.77,,2020-07-07,3-1
29228.56,462.12,350.49,102169.95,849.9,4376.12,525.37,11,1,828.58,1359.22,100.01,1987.12,2500.35,1378.47,4,,14358.65,1987.02,4664.39,66307.63,2035.36,435.43,234.68,164.95,30,3,17406.56,4,133263.44,13709.15,,2020-07-08,3-1
29787.1,425.27,344.83,103527.51,842.1,4071.28,521.54,11,1,780.18,1314.63,93.98,1951.32,2496.59,1336.76,4,,14132.05,1951.23,4762.63,67158.87,2017.76,431.45,230.52,153.08,30,3,17332.63,4,135232.87,14007.78,,2020-07-09,3-1
30319.58,391.49,338.65,104843.34,844.78,3782.9,517.23,11,1,732.69,1269.04,88.14,1911.52,2492.5,1295.27,4,,13887.27,1911.44,4854.79,68012.77,1998.39,427.17,226.08,141.91,30,3,17255.4,4,137164.56,14294.85,,2020-07-10,3-1
30826.74,360.48,331.97,106117.62,847.43,3511.16,512.34,11,1,686.51,1220.96,82.51,1867.01,2488.07,1253.15,4,,13625.22,1866.94,4941.07,68869.3,1977.14,422.57,221.36,131.45,30,3,17174.81,4,139054.18,14570.6,,2020-07-11,3-1
31309.36,331.97,324.77,107351.02,825.19,3255.91,506.75,11,1,641.93,1172.06,77.11,1816.98,2483.29,1215.18,4,,13345.73,1816.92,5021.71,69728.43,1953.91,417.65,216.38,121.67,30,3,17090.8,4,140896.6,14835.28,,2020-07-12,3-1
31768.29,305.73,317.06,108548.61,827.87,3016.77,500.35,11,1,599.15,1122,71.97,1760.59,2478.13,1179.77,4,,13050.46,1760.54,5096.97,70590.1,1928.66,412.36,211.17,112.54,30,3,17003.26,4,142685.89,15089.17,,2020-07-13,3-1
32204.37,280.54,308.77,109709.66,764.29,2792.84,492.98,11,1,558.33,1064.75,67.08,1697.07,2472.59,1142.09,4,,12736.27,1697.02,5167.1,71418.36,1901.26,406.69,205.73,104.03,30,3,16912.07,4,144415.3,15332.56,,2020-07-14,3-1
32618.42,255.32,299.9,110833.09,635.94,2581.88,484.51,11,1,519.49,1008.38,62.43,1625.78,2466.61,1105.02,4,,12402.14,1625.74,5232.36,72116.35,1871.56,400.59,200.07,96.02,30,3,16817.03,4,146077.35,15565.65,,2020-07-15,3-1
33011.24,230.58,290.8,111920.92,543.23,2382.14,474.83,11,1,482.6,953.12,58.01,1567.6,2460.18,1071.2,4,,12051.19,1567.56,5293.01,72702.62,1839.61,394.04,194.14,88.45,30,3,16717.94,4,147664.15,15788.78,,2020-07-16,3-1
33383.62,209.34,282,112975.91,499.27,2193.52,464.05,11,1,447.58,900.81,53.81,1523.88,2453.32,1038.84,4,,11687.23,1523.84,5349.27,73221.05,1805.87,387.04,187.9,81.3,30,3,16614.54,4,149168.53,16002.13,,2020-07-17,3-1
33736.31,194.19,273.21,113997.81,501.7,2018.76,452.14,11,1,414.45,850.28,49.83,1479.61,2446.09,1003.57,4,,11314.67,1479.58,5401.39,73719.1,1770.88,379.55,181.53,74.71,30,3,16506.7,4,150585.08,16205.89,,2020-07-18,3-1
34069.89,186.7,264.1,114984.66,540.31,1862.08,439.12,11,1,383.36,809.34,46.1,1435.57,2438.54,972.23,4,,10936.98,1435.54,5449.62,74238.17,1734.73,371.53,175.2,68.87,30,3,16394.44,4,151910.3,16400.5,,2020-07-19,3-1
34384.8,187.18,254.96,115944.41,555.64,1727.94,425.06,11,1,354.6,771.55,42.66,1392.47,2430.67,947.85,4,,10561.99,1392.45,5494.24,74809.58,1697.49,362.98,168.91,63.96,30,3,16277.8,4,153142.78,16586.42,,2020-07-20,3-1
34681.41,172.37,245.99,116882.38,501.39,1619.98,410.08,11,1,328.54,736.61,39.57,1351.16,2422.45,928.72,4,,10194.42,1351.14,5535.6,75456.37,1659.38,353.98,162.64,60.15,30,3,16156.8,4,154283.25,16764.05,,2020-07-21,3-1
34960.1,153.46,237.32,117802.64,462.97,1540.75,394.35,11,1,305.61,712.22,36.86,1312.7,2413.82,912.14,4,,9837.01,1312.68,5574.08,76196.51,1620.76,344.62,156.44,57.53,30,3,16031.36,4,155334.7,16933.77,,2020-07-22,3-1
35221.31,137.88,229.09,118709.17,433.4,1491.72,378.03,11,1,286.15,688.49,34.59,1278.18,2404.74,900.24,4,,9493.23,1278.16,5610.06,77040.3,1582,335.06,150.35,56.15,30,3,15901.33,4,156302.48,17095.94,,2020-07-23,3-1
35465.69,125.51,221.37,119604.26,409.2,1473.58,361.32,11,1,270.53,671.26,32.77,1248.52,2395.16,890.59,4,,9166.14,1248.51,5644.04,77929.45,1543.46,325.47,144.46,56.03,30,3,15766.43,4,157194.59,17250.96,,2020-07-24,3-1
35694.07,116.01,214.24,120492.71,388.02,1485.7,349.25,11,1,258.98,660.84,31.44,1224.37,2385.06,886.22,4,,8859.83,1224.36,5676.48,78819.82,1505.54,316.01,138.86,57.13,30,3,15626.31,4,158052.42,17399.27,,2020-07-25,3-1
35907.53,108.26,207.79,121376.96,368.59,1526.74,343.22,11,1,251.64,652.5,30.59,1205.99,2374.4,882.3,4,,8577.1,1205.98,5707.9,79712.4,1468.6,306.85,133.59,59.39,30,3,15480.48,4,158911.18,17541.34,,2020-07-26,3-1
36107.12,101.88,202,122258.31,350.42,1595.54,337.53,11,1,248.56,649.99,28.71,1193.25,2363.19,881.1,4,,8318.87,1193.24,5738.77,80607.17,1432.95,298.13,128.67,62.73,30,3,15328.37,4,159772.26,17677.64,,2020-07-27,3-1
36293.93,96.41,196.97,123139.77,333.2,1692.01,332.28,11,1,249.77,654.4,26.32,1185.7,2351.43,882,4,,8088.61,1185.69,5769.61,81504.1,1398.92,289.96,124.14,67.17,30,3,15169.31,4,160635.65,17808.64,,2020-07-28,3-1
36469.06,91.58,192.76,124022.44,316.78,1816.9,327.55,11,1,255.3,663.13,24.12,1182.64,2339.13,883.53,4,,7888.53,1182.63,5800.9,82403.18,1366.83,282.43,120.03,72.73,30,3,15002.58,4,161501.32,17934.85,,2020-07-29,3-1
36633.58,87.22,189.36,124907.73,301.1,1971.72,323.38,11,1,265.22,674.17,22.11,1183.25,2326.31,887.52,4,,7718.95,1183.24,5833.18,83304.37,1337.02,275.58,116.33,74.95,30,3,14827.38,4,162369.25,18056.73,,2020-07-30,3-1
36788.5,83.17,186.77,125797.95,286.11,2158.62,319.77,11,1,279.65,687.92,20.27,1186.65,2313,893.41,4,,7578.74,1186.64,5866.95,84207.65,1309.73,269.43,113.05,68.48,30,3,14643.54,4,163239.41,18174.75,,2020-07-31,3-1
36934.73,79.37,184.97,126699.3,271.79,2110.11,316.71,11,1,298.79,705.08,18.58,1249.4,2299.23,909.79,4,,7467.37,1249.33,5902.76,85113,1285.2,263.99,110.18,62.69,30,3,14454.46,4,164111.78,18289.44,,2020-08-01,3-1
37073.11,75.76,183.94,127617.94,258.11,1934.83,314.17,11,1,322.92,725.34,17.05,1331.33,2285.03,928.57,4,,7384.83,1331.26,5941.21,86020.4,1263.61,259.22,107.72,57.51,30,3,14265.21,4,164986.34,18401.26,,2020-08-02,3-1
37204.36,72.31,183.67,128558.44,245.06,1776.91,312.11,11,1,352.39,748.11,15.66,1415.71,2270.42,952.77,4,,7330.67,1415.65,5982.89,86929.82,1245.08,255.1,105.67,52.85,30,3,14077.68,4,165863.07,18510.64,,2020-08-03,3-1
37329.16,68.99,184.11,129523.74,232.62,1634.49,310.46,11,1,384.84,773.31,14.4,1518.27,2255.44,977.94,4,,7304.38,1500.06,6028.5,87841.23,1229.74,251.58,104.02,48.67,30,3,13890.31,4,166741.93,18618.05,,2020-08-04,3-1
37448.08,65.8,185.23,130514.9,220.76,1505.88,309.16,11,1,352.93,799.71,13.25,1678.31,2240.1,1005.32,4,,7304.63,1640.02,6078.76,88763.02,1217.65,248.6,102.78,44.91,30,3,13698.26,4,167622.92,18723.92,,2020-08-05,3-1
37561.65,62.72,186.93,131536.45,209.47,1389.6,308.15,11,1,323.92,826.54,12.2,1846.06,2224.42,1038.2,4,,7329.3,1812.3,6134.47,89783.61,1208.79,246.11,101.92,41.51,30,3,13496.04,4,168506.01,18828.72,,2020-08-06,3-1
37670.33,59.76,189.15,132590.84,198.73,1284.29,320.05,11,1,297.55,852.78,11.25,2014.52,2208.41,1070.39,4,,7375.64,1984.79,6196.52,90969.79,1203.11,244.06,101.45,38.44,30,3,13281.39,4,169391.18,18932.92,,2020-08-07,3-1
37774.52,56.91,191.77,133676.35,188.51,1188.77,338.38,11,1,273.6,876.69,10.39,2169.81,2192.05,1100.01,4,,7439.85,2143.67,6265.91,92336.53,1200.46,242.37,101.34,35.65,30,3,13055.42,4,170278.4,19037,,2020-08-08,3-1
37874.62,54.17,194.62,134789.2,178.79,1101.97,356.36,11,1,251.85,895.53,9.61,2288.11,2175.35,1124.65,4,,7516.33,2265.21,6343.73,93900.69,1200.59,241,101.57,33.12,30,3,12913.42,4,171167.65,19141.45,,2020-08-09,3-1
37970.96,51.54,197.49,135923.3,169.55,1022.97,373.02,11,1,232.09,906.75,8.89,2342.2,2158.3,1142.35,4,,7597.27,2322.2,6431.23,95680.21,1203.12,239.88,102.09,30.81,30,3,13317.78,4,172058.92,19246.81,,2020-08-10,3-1
38063.83,49.01,200.17,137071.97,160.77,950.93,387.33,11,1,214.13,911.39,8.24,2326.23,2191.72,1154.1,4,,7674.77,2308.82,6529.77,97691.95,1207.5,238.96,102.85,28.7,30,3,13689.97,4,172952.19,19353.58,,2020-08-11,3-1
38153.51,46.59,202.53,138230.32,152.43,885.11,398.58,11,1,197.8,912.32,7.65,2413.26,2225.85,1162.01,4,,7743.88,2382.72,6640.93,99949.24,1213.15,242.53,103.83,26.77,30,3,14025.13,4,173847.42,19462.23,,2020-08-12,3-1
38240.22,44.27,204.5,139395.84,144.52,824.87,406.54,11,1,182.94,912.28,7.11,2653.86,2257.03,1168.81,4,,7802.77,2628.4,6766.58,102455.94,1219.43,251.08,104.99,25.01,30,3,14371.35,4,174744.61,19573.17,,2020-08-13,3-1
38324.18,42.06,206.07,140567.27,137,769.64,435.13,11,1,169.4,911.66,6.62,2859.77,2284.96,1173.87,4,,7851.66,2838.69,6909.08,105194.03,1225.81,259.22,106.3,23.38,30,3,14729.46,4,175643.73,19686.76,,2020-08-14,3-1
38405.58,39.94,207.17,141742.53,129.86,718.91,476.22,11,1,157.06,907.84,6.16,2981.4,2309.58,1176.01,4,,7889.84,2964.17,7071.69,108104.53,1231.8,266.85,107.7,21.89,30,3,15026.08,4,176544.76,19803.29,,2020-08-15,3-1
38484.57,37.92,207.66,142917.65,123.09,672.22,510.81,11,1,145.79,899.14,5.75,2988.88,2331.02,1173.14,4,,7914.44,2974.96,7258.71,111084.26,1236.9,273.91,109.14,20.51,30,3,15276.21,4,177447.69,19923.03,,2020-08-16,3-1
38561.31,36,207.46,144087.76,116.67,629.19,535.1,11,1,135.49,887.35,5.37,2924.65,2349.52,1166.53,4,,7923.14,2913.4,7474.67,114033.05,1240.61,280.38,110.55,19.23,30,3,15490.1,4,178352.49,20046.23,,2020-08-17,3-1
38635.93,34.16,206.64,145250.82,110.57,589.45,548.85,11,1,126.07,876.04,5.01,2859.44,2365.36,1159.88,4,,7916.82,2850.23,7722.82,116912.6,1242.52,286.26,111.86,18.05,30,3,15692.92,4,179259.14,20172.97,,2020-08-18,3-1
38708.52,32.41,205.38,146407.94,104.79,552.71,554.86,11,1,117.43,866.45,4.69,2819.71,2378.81,1154.75,4,,7898.83,2812.07,8004.37,119739.95,1242.46,291.59,113.03,16.96,30,3,15873.47,4,180167.63,20303.22,,2020-08-19,3-1
38779.21,30.75,203.89,147560.5,99.31,518.67,556.46,11,1,109.5,858.04,4.39,2800.15,2390.15,1150.43,4,,7872.3,2793.75,8319.09,122541.41,1240.46,296.38,114.03,15.94,30,3,16030.63,4,181077.93,20436.84,,2020-08-20,3-1
38848.07,29.17,202.29,148708.77,94.11,487.09,556.2,11,1,102.22,850.26,4.12,2793.21,2399.63,1146.18,4,,7839.15,2787.83,8665.84,125074.19,1236.74,300.69,114.81,14.99,30,3,16167.54,4,181990.03,20573.59,,2020-08-21,3-1
38915.17,27.66,200.68,149852.96,89.18,457.75,555.61,11,1,95.51,842.69,3.86,2791.91,2407.47,1142.21,4,,7800.63,2787.38,9042.88,126481.79,1231.54,304.54,115.4,14.11,30,3,16286.52,4,182903.9,20713.23,,2020-08-22,3-1
